attendance_id,student_id,class_id,attendance_date,status
2003,4251,9,2024-10-19 05:22:44.906904,Present
2004,3730,10,2024-10-20 05:22:44.906909,Present
2005,2229,12,2024-11-03 05:22:44.906913,Present
2006,3747,9,2024-10-08 05:22:44.906917,Absent
2007,3237,10,2024-10-21 05:22:44.906921,Present
2008,2228,1,2024-10-05 05:22:44.906926,Present
2009,2058,3,2024-10-06 05:22:44.906930,Present
2010,389,11,2024-10-21 05:22:44.906934,Absent
2011,3843,8,2024-11-02 05:22:44.906939,Present
2012,3163,12,2024-10-15 05:22:44.906943,Absent
2013,536,10,2024-10-07 05:22:44.906947,Absent
2014,1453,8,2024-10-18 05:22:44.906952,Present
2015,4037,5,2024-10-17 05:22:44.906972,Absent
2016,2008,6,2024-10-26 05:22:44.906979,Present
2017,3861,2,2024-10-18 05:22:44.906984,Absent
2018,1022,1,2024-10-28 05:22:44.906991,Absent
2019,3145,9,2024-10-28 05:22:44.906996,Present
2020,3425,7,2024-10-17 05:22:44.907000,Present
2021,368,1,2024-10-29 05:22:44.907004,Absent
2022,4679,4,2024-11-03 05:22:44.907009,Present
2023,2315,1,2024-10-21 05:22:44.907013,Absent
2024,4792,3,2024-10-15 05:22:44.907018,Absent
2025,4596,12,2024-10-18 05:22:44.907022,Present
2026,4737,7,2024-10-27 05:22:44.907027,Present
2027,118,11,2024-11-02 05:22:44.907032,Absent
2028,3211,3,2024-11-03 05:22:44.907077,Present
2029,4324,6,2024-10-14 05:22:44.907084,Present
2030,4978,9,2024-11-02 05:22:44.907088,Absent
2031,840,4,2024-10-27 05:22:44.907093,Absent
2032,3308,12,2024-10-26 05:22:44.907097,Present
2033,1512,11,2024-10-25 05:22:44.907102,Present
2034,4760,7,2024-10-28 05:22:44.907107,Absent
2035,2315,5,2024-10-28 05:22:44.907111,Present
2036,4116,9,2024-10-19 05:22:44.907116,Present
2037,4740,12,2024-10-18 05:22:44.907139,Present
2038,1394,2,2024-10-08 05:22:44.907144,Present
2039,419,10,2024-10-21 05:22:44.907149,Present
2040,948,1,2024-10-08 05:22:44.907154,Present
2041,84,8,2024-10-24 05:22:44.907158,Absent
2042,1506,12,2024-10-21 05:22:44.907163,Present
2043,2520,5,2024-10-14 05:22:44.907167,Absent
2044,3212,11,2024-10-12 05:22:44.907172,Present
2045,4112,5,2024-10-29 05:22:44.907177,Absent
2046,1940,1,2024-10-12 05:22:44.907182,Present
2047,502,1,2024-10-13 05:22:44.907186,Absent
2048,4315,7,2024-10-18 05:22:44.907191,Present
2049,2525,4,2024-10-15 05:22:44.907195,Present
2050,1693,1,2024-10-31 05:22:44.907200,Present
2051,4239,1,2024-10-11 05:22:44.907204,Present
2052,95,3,2024-10-15 05:22:44.907209,Present
2053,4503,10,2024-10-31 05:22:44.907213,Absent
2054,4836,5,2024-10-05 05:22:44.907218,Present
2055,1746,4,2024-10-11 05:22:44.907221,Absent
2056,2380,4,2024-10-11 05:22:44.907225,Present
2057,1730,3,2024-10-18 05:22:44.907230,Absent
2058,4681,1,2024-10-24 05:22:44.907234,Present
2059,4773,10,2024-10-12 05:22:44.907238,Present
2060,3747,7,2024-10-18 05:22:44.907243,Present
2061,4486,9,2024-10-16 05:22:44.907247,Absent
2062,2375,4,2024-10-08 05:22:44.907252,Absent
2063,267,11,2024-10-27 05:22:44.907256,Present
2064,727,11,2024-10-25 05:22:44.907261,Absent
2065,704,9,2024-10-23 05:22:44.907265,Absent
2066,2412,10,2024-10-14 05:22:44.907270,Present
2067,2263,4,2024-10-27 05:22:44.907274,Absent
2068,762,6,2024-10-24 05:22:44.907278,Absent
2069,2638,7,2024-10-13 05:22:44.907282,Absent
2070,661,7,2024-11-01 05:22:44.907286,Present
2071,568,11,2024-10-19 05:22:44.907291,Absent
2072,3338,1,2024-10-09 05:22:44.907295,Absent
2073,2342,4,2024-10-17 05:22:44.907300,Absent
2074,4775,10,2024-10-12 05:22:44.907304,Absent
2075,3568,4,2024-10-08 05:22:44.907309,Absent
2076,3405,10,2024-11-02 05:22:44.907313,Absent
2077,2618,5,2024-10-22 05:22:44.907317,Absent
2078,3544,11,2024-10-21 05:22:44.907322,Present
2079,3926,2,2024-10-25 05:22:44.907326,Absent
2080,4302,12,2024-10-06 05:22:44.907331,Present
2081,2795,6,2024-11-01 05:22:44.907336,Absent
2082,4748,9,2024-10-09 05:22:44.907340,Absent
2083,3768,3,2024-10-29 05:22:44.907345,Present
2084,825,5,2024-10-16 05:22:44.907349,Absent
2085,3809,10,2024-11-03 05:22:44.907354,Present
2086,3333,8,2024-10-09 05:22:44.907358,Present
2087,3326,6,2024-10-10 05:22:44.907362,Present
2088,580,12,2024-11-03 05:22:44.907367,Absent
2089,2745,8,2024-10-16 05:22:44.907372,Absent
2090,1182,5,2024-10-25 05:22:44.907377,Present
2091,3229,11,2024-10-14 05:22:44.907381,Present
2092,3709,6,2024-10-28 05:22:44.907386,Present
2093,3096,10,2024-10-27 05:22:44.907390,Absent
2094,4888,5,2024-10-31 05:22:44.907395,Absent
2095,1412,9,2024-10-18 05:22:44.907400,Absent
2096,1650,6,2024-10-12 05:22:44.907404,Present
2097,4401,8,2024-10-28 05:22:44.907408,Absent
2098,3382,1,2024-10-07 05:22:44.907413,Present
2099,756,1,2024-10-27 05:22:44.907418,Present
2100,1279,1,2024-10-24 05:22:44.907423,Absent
2101,2216,8,2024-10-09 05:22:44.907427,Absent
2102,1608,2,2024-10-06 05:22:44.907432,Present
2103,4676,7,2024-10-08 05:22:44.907436,Absent
2104,92,8,2024-10-16 05:22:44.907441,Absent
2105,1172,4,2024-10-24 05:22:44.907445,Present
2106,331,12,2024-10-17 05:22:44.907450,Present
2107,4519,2,2024-10-15 05:22:44.907455,Absent
2108,1591,2,2024-10-16 05:22:44.907459,Present
2109,135,8,2024-10-13 05:22:44.907464,Present
2110,3079,5,2024-10-07 05:22:44.907468,Present
2111,2439,6,2024-10-11 05:22:44.907472,Absent
2112,231,5,2024-10-08 05:22:44.907477,Absent
2113,2741,9,2024-10-14 05:22:44.907481,Present
2114,779,11,2024-10-21 05:22:44.907486,Absent
2115,577,12,2024-10-14 05:22:44.907490,Absent
2116,1571,8,2024-10-20 05:22:44.907495,Present
2117,3185,7,2024-10-27 05:22:44.907499,Absent
2118,1784,11,2024-10-08 05:22:44.907504,Absent
2119,4762,11,2024-10-13 05:22:44.907508,Absent
2120,1154,6,2024-10-12 05:22:44.907513,Present
2121,4103,9,2024-10-28 05:22:44.907541,Present
2122,2904,10,2024-10-19 05:22:44.907547,Absent
2123,3781,1,2024-10-13 05:22:44.907552,Present
2124,3748,1,2024-10-23 05:22:44.907557,Present
2125,194,12,2024-10-26 05:22:44.907562,Present
2126,3912,12,2024-10-10 05:22:44.907566,Present
2127,4283,2,2024-10-10 05:22:44.907571,Absent
2128,4097,11,2024-10-08 05:22:44.907575,Absent
2129,407,5,2024-10-18 05:22:44.907580,Absent
2130,2556,3,2024-10-06 05:22:44.907584,Present
2131,3370,1,2024-10-29 05:22:44.907589,Absent
2132,410,2,2024-10-08 05:22:44.907593,Present
2133,1388,1,2024-10-24 05:22:44.907598,Absent
2134,169,7,2024-10-05 05:22:44.907620,Present
2135,2895,9,2024-10-06 05:22:44.907626,Absent
2136,2040,10,2024-10-13 05:22:44.907631,Absent
2137,3386,2,2024-10-21 05:22:44.907635,Present
2138,778,6,2024-10-23 05:22:44.907640,Present
2139,1145,2,2024-10-05 05:22:44.907645,Present
2140,3129,2,2024-10-13 05:22:44.907649,Absent
2141,2158,3,2024-10-17 05:22:44.907653,Absent
2142,3111,9,2024-10-29 05:22:44.907658,Absent
2143,3326,9,2024-10-08 05:22:44.907663,Absent
2144,670,12,2024-10-09 05:22:44.907667,Absent
2145,2338,5,2024-10-06 05:22:44.907671,Absent
2146,4510,8,2024-10-29 05:22:44.907676,Present
2147,2176,4,2024-10-19 05:22:44.907696,Absent
2148,2006,2,2024-10-21 05:22:44.907704,Present
2149,1597,7,2024-10-25 05:22:44.907709,Present
2150,2619,3,2024-10-25 05:22:44.907713,Present
2151,40,9,2024-10-19 05:22:44.907718,Present
2152,2094,7,2024-10-07 05:22:44.907722,Present
2153,4490,9,2024-11-01 05:22:44.907727,Absent
2154,2469,12,2024-10-25 05:22:44.907732,Present
2155,3346,7,2024-11-03 05:22:44.907736,Absent
2156,1551,8,2024-10-06 05:22:44.907740,Absent
2157,3502,1,2024-11-03 05:22:44.907745,Present
2158,1963,11,2024-11-03 05:22:44.907749,Absent
2159,4781,5,2024-10-23 05:22:44.907754,Present
2160,3296,9,2024-10-23 05:22:44.907758,Present
2161,3483,11,2024-10-28 05:22:44.907763,Present
2162,1826,3,2024-10-12 05:22:44.907768,Absent
2163,4468,10,2024-10-16 05:22:44.907772,Present
2164,1897,7,2024-10-25 05:22:44.907776,Present
2165,2982,12,2024-10-05 05:22:44.907781,Present
2166,3283,12,2024-10-20 05:22:44.907803,Absent
2167,3467,3,2024-10-27 05:22:44.907808,Absent
2168,4179,12,2024-10-28 05:22:44.907812,Absent
2169,91,4,2024-10-25 05:22:44.907816,Absent
2170,405,5,2024-10-31 05:22:44.907820,Present
2171,2210,6,2024-10-22 05:22:44.907825,Absent
2172,548,8,2024-10-13 05:22:44.907829,Present
2173,329,7,2024-11-02 05:22:44.907833,Absent
2174,866,4,2024-10-20 05:22:44.907837,Absent
2175,3346,3,2024-10-28 05:22:44.907842,Absent
2176,4238,9,2024-10-13 05:22:44.907846,Absent
2177,785,4,2024-10-08 05:22:44.907850,Present
2178,2716,1,2024-10-14 05:22:44.907855,Absent
2179,2325,4,2024-10-31 05:22:44.907860,Present
2180,4070,5,2024-10-21 05:22:44.907865,Present
2181,238,6,2024-10-29 05:22:44.907869,Absent
2182,1974,3,2024-10-21 05:22:44.907874,Absent
2183,591,10,2024-10-27 05:22:44.907878,Present
2184,1664,8,2024-11-01 05:22:44.907883,Present
2185,628,3,2024-10-15 05:22:44.907887,Absent
2186,3215,9,2024-10-18 05:22:44.907892,Present
2187,3305,8,2024-10-09 05:22:44.907897,Absent
2188,3184,7,2024-10-10 05:22:44.907902,Present
2189,2314,9,2024-10-29 05:22:44.907906,Absent
2190,149,12,2024-10-20 05:22:44.907911,Present
2191,4881,11,2024-10-05 05:22:44.907916,Absent
2192,4821,12,2024-11-03 05:22:44.907920,Present
2193,2840,2,2024-10-08 05:22:44.907943,Absent
2194,1186,10,2024-10-31 05:22:44.907948,Absent
2195,1342,4,2024-10-23 05:22:44.907952,Absent
2196,4929,3,2024-10-09 05:22:44.907958,Present
2197,1795,8,2024-10-19 05:22:44.907962,Absent
2198,585,11,2024-10-31 05:22:44.907966,Present
2199,788,8,2024-10-13 05:22:44.907971,Present
2200,673,4,2024-10-05 05:22:44.907976,Absent
2201,4362,11,2024-10-07 05:22:44.907980,Absent
2202,2296,8,2024-10-19 05:22:44.907985,Present
2203,3016,1,2024-10-13 05:22:44.907989,Present
2204,1346,1,2024-10-07 05:22:44.907994,Present
2205,1587,5,2024-10-11 05:22:44.907998,Present
2206,4555,4,2024-10-23 05:22:44.908003,Absent
2207,1812,7,2024-10-05 05:22:44.908007,Present
2208,1929,11,2024-10-24 05:22:44.908012,Absent
2209,1722,9,2024-10-07 05:22:44.908016,Present
2210,1193,5,2024-10-30 05:22:44.908021,Absent
2211,4085,1,2024-10-11 05:22:44.908025,Present
2212,2064,7,2024-10-13 05:22:44.908030,Absent
2213,4997,6,2024-10-16 05:22:44.908034,Present
2214,1334,2,2024-10-08 05:22:44.908041,Present
2215,3167,3,2024-10-27 05:22:44.908046,Present
2216,2335,9,2024-10-20 05:22:44.908051,Present
2217,685,10,2024-10-29 05:22:44.908055,Absent
2218,3229,5,2024-10-28 05:22:44.908059,Absent
2219,631,10,2024-10-07 05:22:44.908064,Present
2220,3929,10,2024-11-01 05:22:44.908068,Absent
2221,2931,11,2024-10-09 05:22:44.908073,Present
2222,2945,6,2024-11-03 05:22:44.908077,Present
2223,2508,1,2024-10-29 05:22:44.908082,Absent
2224,4340,4,2024-11-03 05:22:44.908087,Absent
2225,3753,11,2024-10-14 05:22:44.908091,Absent
2226,4113,2,2024-10-27 05:22:44.908096,Present
2227,1723,6,2024-10-10 05:22:44.908101,Present
2228,4226,10,2024-10-05 05:22:44.908105,Absent
2229,2683,3,2024-10-21 05:22:44.908110,Present
2230,2244,5,2024-10-05 05:22:44.908115,Present
2231,1188,3,2024-10-24 05:22:44.908160,Present
2232,4761,2,2024-10-15 05:22:44.908166,Absent
2233,4072,12,2024-10-26 05:22:44.908170,Absent
2234,2977,2,2024-10-28 05:22:44.908175,Present
2235,4390,9,2024-10-28 05:22:44.908179,Present
2236,1813,7,2024-10-10 05:22:44.908183,Absent
2237,3987,11,2024-10-23 05:22:44.908188,Absent
2238,1650,8,2024-10-08 05:22:44.908192,Present
2239,1781,6,2024-10-21 05:22:44.908196,Present
2240,4410,6,2024-10-13 05:22:44.908201,Present
2241,4638,8,2024-10-10 05:22:44.908205,Present
2242,800,3,2024-10-12 05:22:44.908210,Present
2243,1734,5,2024-10-06 05:22:44.908214,Present
2244,1138,11,2024-10-26 05:22:44.908219,Absent
2245,3911,6,2024-10-18 05:22:44.908223,Present
2246,4890,3,2024-10-31 05:22:44.908227,Absent
2247,569,5,2024-10-18 05:22:44.908232,Present
2248,4714,7,2024-10-05 05:22:44.908236,Absent
2249,1558,4,2024-10-14 05:22:44.908240,Present
2250,1399,9,2024-10-18 05:22:44.908245,Present
2251,774,12,2024-10-24 05:22:44.908249,Present
2252,2195,2,2024-10-27 05:22:44.908254,Absent
2253,2981,5,2024-10-22 05:22:44.908258,Present
2254,826,3,2024-10-12 05:22:44.908262,Absent
2255,4154,8,2024-10-21 05:22:44.908267,Absent
2256,2399,3,2024-10-20 05:22:44.908271,Present
2257,4359,7,2024-10-20 05:22:44.908276,Present
2258,4096,9,2024-10-24 05:22:44.908280,Absent
2259,77,3,2024-10-17 05:22:44.908284,Absent
2260,3023,10,2024-10-28 05:22:44.908289,Present
2261,3115,1,2024-10-31 05:22:44.908293,Absent
2262,3549,3,2024-10-08 05:22:44.908298,Present
2263,3065,10,2024-10-07 05:22:44.908302,Present
2264,4983,6,2024-11-03 05:22:44.908307,Present
2265,2867,3,2024-10-06 05:22:44.908311,Absent
2266,4746,4,2024-10-18 05:22:44.908315,Present
2267,4685,1,2024-10-16 05:22:44.908320,Present
2268,2755,7,2024-10-07 05:22:44.908324,Present
2269,4877,6,2024-10-20 05:22:44.908329,Absent
2270,3675,5,2024-10-08 05:22:44.908333,Present
2271,4217,2,2024-10-08 05:22:44.908338,Present
2272,667,4,2024-10-28 05:22:44.908342,Present
2273,4311,8,2024-11-01 05:22:44.908347,Absent
2274,759,6,2024-10-14 05:22:44.908353,Absent
2275,4807,8,2024-10-31 05:22:44.908357,Absent
2276,4436,9,2024-10-05 05:22:44.908361,Absent
2277,1060,2,2024-10-23 05:22:44.908365,Present
2278,2355,5,2024-10-09 05:22:44.908370,Absent
2279,4845,8,2024-10-30 05:22:44.908375,Present
2280,912,3,2024-10-31 05:22:44.908380,Absent
2281,181,11,2024-10-05 05:22:44.908385,Absent
2282,3950,10,2024-10-17 05:22:44.908389,Absent
2283,1459,8,2024-10-18 05:22:44.908394,Absent
2284,4962,10,2024-10-30 05:22:44.908412,Absent
2285,4869,1,2024-10-27 05:22:44.908416,Present
2286,2965,4,2024-10-28 05:22:44.908421,Absent
2287,1597,8,2024-10-09 05:22:44.908425,Present
2288,825,2,2024-10-11 05:22:44.908429,Absent
2289,2942,11,2024-10-21 05:22:44.908435,Absent
2290,3562,10,2024-10-31 05:22:44.908439,Absent
2291,855,12,2024-10-19 05:22:44.908443,Absent
2292,1318,4,2024-10-05 05:22:44.908448,Present
2293,4959,3,2024-10-21 05:22:44.908452,Present
2294,764,9,2024-10-12 05:22:44.908457,Absent
2295,4049,3,2024-10-07 05:22:44.908461,Present
2296,3476,11,2024-10-13 05:22:44.908466,Present
2297,4545,2,2024-10-11 05:22:44.908470,Present
2298,194,12,2024-10-29 05:22:44.908474,Present
2299,263,1,2024-10-24 05:22:44.908478,Absent
2300,3403,4,2024-10-22 05:22:44.908482,Present
2301,544,8,2024-10-09 05:22:44.908487,Present
2302,860,6,2024-10-22 05:22:44.908491,Present
2303,1989,12,2024-10-21 05:22:44.908495,Present
2304,1221,11,2024-11-01 05:22:44.908499,Present
2305,1930,2,2024-10-14 05:22:44.908503,Absent
2306,3235,11,2024-10-09 05:22:44.908507,Present
2307,3820,7,2024-10-21 05:22:44.908511,Present
2308,654,5,2024-10-29 05:22:44.908534,Present
2309,4963,7,2024-10-24 05:22:44.908543,Present
2310,2297,4,2024-10-29 05:22:44.908547,Present
2311,4122,9,2024-10-13 05:22:44.908551,Present
2312,640,7,2024-11-03 05:22:44.908556,Present
2313,3165,10,2024-10-09 05:22:44.908560,Present
2314,3725,4,2024-10-13 05:22:44.908564,Present
2315,2280,6,2024-10-29 05:22:44.908569,Present
2316,3511,4,2024-10-20 05:22:44.908573,Present
2317,1267,8,2024-10-23 05:22:44.908578,Present
2318,1866,4,2024-10-12 05:22:44.908582,Absent
2319,2423,3,2024-10-21 05:22:44.908586,Absent
2320,3110,5,2024-10-19 05:22:44.908607,Absent
2321,3189,4,2024-10-16 05:22:44.908613,Absent
2322,1364,8,2024-10-15 05:22:44.908617,Present
2323,1412,12,2024-10-23 05:22:44.908621,Present
2324,637,12,2024-10-08 05:22:44.908625,Present
2325,2803,1,2024-10-31 05:22:44.908629,Absent
2326,1271,9,2024-10-16 05:22:44.908633,Absent
2327,1918,11,2024-10-19 05:22:44.908638,Present
2328,4762,2,2024-10-30 05:22:44.908643,Absent
2329,1855,8,2024-10-05 05:22:44.908647,Present
2330,3538,3,2024-10-30 05:22:44.908651,Present
2331,1539,4,2024-10-06 05:22:44.908655,Present
2332,3115,9,2024-10-27 05:22:44.908660,Absent
2333,3582,5,2024-10-25 05:22:44.908665,Present
2334,544,2,2024-10-06 05:22:44.908670,Absent
2335,2237,3,2024-10-28 05:22:44.908674,Present
2336,670,12,2024-10-12 05:22:44.908678,Present
2337,2058,10,2024-10-29 05:22:44.908683,Absent
2338,719,4,2024-10-16 05:22:44.908688,Present
2339,3791,10,2024-10-19 05:22:44.908692,Absent
2340,2494,9,2024-10-15 05:22:44.908697,Present
2341,4316,3,2024-10-07 05:22:44.908701,Absent
2342,2324,7,2024-10-07 05:22:44.908706,Present
2343,1752,7,2024-10-10 05:22:44.908710,Absent
2344,2011,10,2024-10-23 05:22:44.908715,Absent
2345,3818,4,2024-10-15 05:22:44.908719,Absent
2346,2496,11,2024-10-06 05:22:44.908724,Absent
2347,271,11,2024-10-05 05:22:44.908729,Absent
2348,4442,3,2024-10-18 05:22:44.908732,Absent
2349,2764,6,2024-10-13 05:22:44.908737,Present
2350,112,6,2024-10-21 05:22:44.908741,Absent
2351,3120,5,2024-10-17 05:22:44.908745,Absent
2352,489,5,2024-10-08 05:22:44.908750,Absent
2353,1708,2,2024-10-16 05:22:44.908755,Absent
2354,4304,8,2024-10-07 05:22:44.908759,Present
2355,2887,1,2024-11-02 05:22:44.908763,Absent
2356,2244,9,2024-10-22 05:22:44.908768,Present
2357,413,1,2024-10-14 05:22:44.908772,Absent
2358,949,8,2024-10-19 05:22:44.908777,Absent
2359,2694,5,2024-10-19 05:22:44.908781,Absent
2360,2623,2,2024-10-16 05:22:44.908786,Absent
2361,3169,5,2024-10-08 05:22:44.908791,Present
2362,4473,2,2024-10-15 05:22:44.908796,Present
2363,2652,7,2024-10-26 05:22:44.908801,Absent
2364,432,4,2024-10-14 05:22:44.908806,Present
2365,1016,12,2024-10-21 05:22:44.908810,Absent
2366,4723,7,2024-10-07 05:22:44.908815,Absent
2367,1285,9,2024-10-07 05:22:44.908819,Present
2368,381,6,2024-10-31 05:22:44.908823,Present
2369,4931,11,2024-10-17 05:22:44.908829,Present
2370,4169,7,2024-10-21 05:22:44.908834,Absent
2371,2865,5,2024-10-26 05:22:44.908839,Present
2372,2066,2,2024-10-10 05:22:44.908843,Absent
2373,247,9,2024-10-19 05:22:44.908848,Present
2374,2277,5,2024-10-16 05:22:44.908852,Present
2375,291,11,2024-10-19 05:22:44.908856,Present
2376,3906,11,2024-10-06 05:22:44.908861,Present
2377,4227,7,2024-10-23 05:22:44.908865,Absent
2378,3029,6,2024-11-02 05:22:44.908869,Present
2379,1647,7,2024-10-14 05:22:44.908874,Present
2380,1531,8,2024-10-25 05:22:44.908878,Absent
2381,885,8,2024-10-17 05:22:44.908883,Absent
2382,2289,11,2024-10-30 05:22:44.908887,Present
2383,1665,2,2024-10-13 05:22:44.908891,Present
2384,4365,4,2024-11-01 05:22:44.908896,Absent
2385,404,3,2024-11-02 05:22:44.908900,Absent
2386,1810,1,2024-10-15 05:22:44.908905,Present
2387,1598,4,2024-10-17 05:22:44.908910,Absent
2388,4447,1,2024-10-27 05:22:44.908914,Present
2389,1551,9,2024-11-03 05:22:44.908919,Present
2390,155,7,2024-10-07 05:22:44.908923,Absent
2391,2950,10,2024-10-12 05:22:44.908928,Absent
2392,164,9,2024-10-21 05:22:44.908932,Present
2393,1468,3,2024-10-06 05:22:44.908937,Absent
2394,2426,1,2024-10-15 05:22:44.908941,Absent
2395,921,9,2024-10-31 05:22:44.908946,Present
2396,4946,9,2024-11-03 05:22:44.908950,Absent
2397,2881,6,2024-10-10 05:22:44.908955,Absent
2398,2461,10,2024-10-12 05:22:44.908959,Absent
2399,3580,7,2024-10-22 05:22:44.908964,Present
2400,143,10,2024-10-20 05:22:44.908969,Present
2401,3704,8,2024-10-12 05:22:44.908973,Present
2402,681,11,2024-10-19 05:22:44.908978,Present
2403,466,9,2024-10-25 05:22:44.908982,Absent
2404,3405,2,2024-10-15 05:22:44.908986,Absent
2405,3406,8,2024-10-15 05:22:44.908991,Absent
2406,2566,12,2024-10-19 05:22:44.908996,Absent
2407,917,12,2024-10-31 05:22:44.909000,Present
2408,4544,4,2024-10-30 05:22:44.909005,Present
2409,44,4,2024-10-24 05:22:44.909009,Present
2410,4576,7,2024-10-17 05:22:44.909014,Absent
2411,1200,7,2024-10-31 05:22:44.909018,Present
2412,967,10,2024-10-21 05:22:44.909023,Absent
2413,1620,10,2024-10-19 05:22:44.909028,Present
2414,2121,4,2024-10-11 05:22:44.909032,Present
2415,4729,7,2024-10-07 05:22:44.909037,Absent
2416,1159,11,2024-10-27 05:22:44.909042,Absent
2417,1155,6,2024-10-22 05:22:44.909046,Absent
2418,1150,6,2024-10-13 05:22:44.909051,Absent
2419,534,11,2024-10-30 05:22:44.909056,Absent
2420,4460,5,2024-10-22 05:22:44.909060,Present
2421,4677,5,2024-10-16 05:22:44.909065,Present
2422,1569,4,2024-10-31 05:22:44.909070,Present
2423,3566,2,2024-10-18 05:22:44.909074,Present
2424,2323,9,2024-10-06 05:22:44.909079,Absent
2425,2606,2,2024-10-19 05:22:44.909084,Present
2426,1612,12,2024-10-15 05:22:44.909088,Absent
2427,4387,6,2024-10-05 05:22:44.909092,Present
2428,2312,8,2024-10-18 05:22:44.909097,Absent
2429,2553,7,2024-10-21 05:22:44.909101,Absent
2430,3892,3,2024-10-07 05:22:44.909106,Present
2431,678,8,2024-10-26 05:22:44.909110,Present
2432,1912,1,2024-11-02 05:22:44.909114,Absent
2433,1901,12,2024-11-01 05:22:44.909118,Present
2434,1895,2,2024-10-23 05:22:44.909123,Present
2435,3595,2,2024-10-19 05:22:44.909127,Present
2436,3459,11,2024-10-12 05:22:44.909132,Present
2437,3535,8,2024-10-17 05:22:44.909136,Absent
2438,2016,11,2024-10-27 05:22:44.909140,Absent
2439,1454,9,2024-11-03 05:22:44.909145,Present
2440,3271,11,2024-10-21 05:22:44.909149,Present
2441,1049,6,2024-11-01 05:22:44.909153,Present
2442,3047,2,2024-10-21 05:22:44.909158,Present
2443,2814,12,2024-10-06 05:22:44.909162,Present
2444,2398,10,2024-10-15 05:22:44.909166,Absent
2445,3762,2,2024-10-29 05:22:44.909171,Absent
2446,3965,9,2024-10-21 05:22:44.909175,Absent
2447,1032,1,2024-10-10 05:22:44.909179,Absent
2448,822,1,2024-10-09 05:22:44.909184,Present
2449,447,6,2024-10-17 05:22:44.909189,Absent
2450,4383,7,2024-10-14 05:22:44.909235,Present
2451,3683,11,2024-10-08 05:22:44.909242,Absent
2452,3582,1,2024-10-31 05:22:44.909246,Present
2453,876,6,2024-10-15 05:22:44.909251,Absent
2454,4212,3,2024-10-07 05:22:44.909255,Present
2455,1186,9,2024-10-26 05:22:44.909260,Absent
2456,4868,6,2024-11-03 05:22:44.909264,Absent
2457,2664,6,2024-10-24 05:22:44.909269,Present
2458,3463,3,2024-10-06 05:22:44.909274,Present
2459,4263,2,2024-10-09 05:22:44.909279,Present
2460,295,7,2024-10-09 05:22:44.909284,Present
2461,3374,1,2024-10-07 05:22:44.909288,Absent
2462,2554,8,2024-10-21 05:22:44.909315,Present
2463,2859,12,2024-10-05 05:22:44.909320,Absent
2464,3050,10,2024-10-27 05:22:44.909325,Absent
2465,3618,10,2024-11-02 05:22:44.909330,Present
2466,3145,7,2024-10-27 05:22:44.909334,Present
2467,3237,3,2024-10-30 05:22:44.909338,Present
2468,1318,3,2024-10-30 05:22:44.909343,Absent
2469,4976,11,2024-11-03 05:22:44.909348,Absent
2470,908,10,2024-10-25 05:22:44.909353,Present
2471,2464,12,2024-10-21 05:22:44.909357,Absent
2472,737,7,2024-10-14 05:22:44.909365,Present
2473,3246,12,2024-10-06 05:22:44.909369,Absent
2474,2359,10,2024-10-17 05:22:44.909374,Absent
2475,1148,10,2024-10-29 05:22:44.909379,Absent
2476,1080,4,2024-10-07 05:22:44.909384,Present
2477,4874,4,2024-10-10 05:22:44.909389,Present
2478,2671,12,2024-10-16 05:22:44.909393,Absent
2479,57,7,2024-10-12 05:22:44.909398,Present
2480,430,7,2024-10-27 05:22:44.909402,Present
2481,4086,3,2024-10-23 05:22:44.909407,Absent
2482,1385,4,2024-10-10 05:22:44.909411,Present
2483,1148,9,2024-10-30 05:22:44.909416,Absent
2484,3755,10,2024-10-19 05:22:44.909421,Present
2485,1139,5,2024-10-21 05:22:44.909425,Present
2486,2673,12,2024-10-31 05:22:44.909430,Absent
2487,983,6,2024-11-03 05:22:44.909435,Absent
2488,729,9,2024-10-16 05:22:44.909439,Absent
2489,2827,8,2024-10-07 05:22:44.909444,Absent
2490,736,1,2024-10-24 05:22:44.909448,Present
2491,2828,9,2024-10-19 05:22:44.909452,Absent
2492,1932,11,2024-11-02 05:22:44.909457,Absent
2493,3481,6,2024-10-30 05:22:44.909461,Present
2494,2188,12,2024-10-07 05:22:44.909466,Present
2495,3723,4,2024-10-24 05:22:44.909471,Present
2496,4011,8,2024-10-07 05:22:44.909476,Absent
2497,1700,2,2024-10-22 05:22:44.909480,Absent
2498,635,6,2024-10-15 05:22:44.909485,Absent
2499,1940,5,2024-10-29 05:22:44.909490,Present
2500,3020,3,2024-10-16 05:22:44.909495,Absent
2501,823,8,2024-10-18 05:22:44.909499,Absent
2502,1801,7,2024-10-07 05:22:44.909503,Present
2503,1557,7,2024-10-12 05:22:44.909508,Present
2504,3465,10,2024-10-22 05:22:44.909512,Present
2505,60,8,2024-10-20 05:22:44.909517,Present
2506,4088,10,2024-10-09 05:22:44.909522,Absent
2507,4817,4,2024-10-20 05:22:44.909526,Absent
2508,1530,9,2024-10-22 05:22:44.909531,Present
2509,1063,1,2024-10-21 05:22:44.909535,Present
2510,2738,9,2024-10-11 05:22:44.909540,Absent
2511,1436,7,2024-10-06 05:22:44.909545,Absent
2512,2058,3,2024-10-22 05:22:44.909549,Absent
2513,3543,3,2024-10-26 05:22:44.909554,Present
2514,2570,7,2024-10-28 05:22:44.909559,Absent
