grade_id,student_id,subject_id,grade,exam_date
2042,3963,7,F,2024-09-25 05:22:44.761628
2043,2191,31,D,2024-10-17 05:22:44.761632
2044,3044,8,D,2024-10-15 05:22:44.761637
2045,203,30,B,2024-10-15 05:22:44.761642
2046,3234,46,F,2024-08-25 05:22:44.761647
2047,2118,49,D,2024-10-16 05:22:44.761652
2048,2695,36,D,2024-10-07 05:22:44.761656
2049,2414,16,C,2024-10-22 05:22:44.761661
2050,1167,10,B,2024-09-17 05:22:44.761665
2051,2860,41,F,2024-08-19 05:22:44.761670
2052,4831,45,C,2024-09-27 05:22:44.761674
2053,2553,1,B,2024-10-05 05:22:44.761680
2054,3525,4,D,2024-08-31 05:22:44.761684
2055,2978,23,D,2024-10-15 05:22:44.761689
2056,2549,29,A,2024-08-29 05:22:44.761693
2057,4769,38,A,2024-08-22 05:22:44.761698
2058,4279,1,D,2024-08-08 05:22:44.761703
2059,3445,10,C,2024-09-29 05:22:44.761708
2060,3103,22,F,2024-10-18 05:22:44.761712
2061,1660,46,B,2024-09-13 05:22:44.761718
2062,4188,33,D,2024-07-30 05:22:44.761722
2063,2445,9,B,2024-10-03 05:22:44.761727
2064,2459,14,A,2024-09-09 05:22:44.761732
2065,3261,47,F,2024-08-08 05:22:44.761736
2066,4896,28,C,2024-10-11 05:22:44.761740
2067,549,35,D,2024-10-01 05:22:44.761745
2068,2470,25,C,2024-08-13 05:22:44.761750
2069,508,16,C,2024-08-27 05:22:44.761755
2070,954,37,C,2024-10-14 05:22:44.761760
2071,1467,39,B,2024-10-19 05:22:44.761765
2072,4020,39,F,2024-09-17 05:22:44.761769
2073,58,15,B,2024-10-14 05:22:44.761774
2074,1342,32,D,2024-10-25 05:22:44.761779
2075,1417,20,A,2024-08-01 05:22:44.761784
2076,4283,50,B,2024-10-03 05:22:44.761788
2077,1097,25,A,2024-08-23 05:22:44.761792
2078,3328,1,F,2024-09-08 05:22:44.761797
2079,3647,30,B,2024-09-14 05:22:44.761802
2080,3251,41,F,2024-09-04 05:22:44.761806
2081,1140,28,B,2024-09-27 05:22:44.761811
2082,3271,32,F,2024-10-13 05:22:44.761816
2083,139,14,F,2024-08-22 05:22:44.761820
2084,184,12,F,2024-08-22 05:22:44.761825
2085,1117,48,D,2024-10-20 05:22:44.761830
2086,1234,21,B,2024-09-02 05:22:44.761834
2087,4854,7,B,2024-08-25 05:22:44.761839
2088,159,1,B,2024-09-22 05:22:44.761844
2089,2329,36,C,2024-08-25 05:22:44.761849
2090,430,1,D,2024-07-30 05:22:44.761853
2091,1459,30,B,2024-08-14 05:22:44.761858
2092,1135,7,A,2024-09-26 05:22:44.761863
2093,1480,26,C,2024-09-26 05:22:44.761868
2094,2499,50,B,2024-10-06 05:22:44.761872
2095,834,35,F,2024-10-07 05:22:44.761877
2096,4812,41,C,2024-09-12 05:22:44.761882
2097,2780,24,C,2024-10-21 05:22:44.761887
2098,4453,14,D,2024-09-02 05:22:44.761891
2099,3495,19,D,2024-10-22 05:22:44.761896
2100,3404,44,A,2024-08-29 05:22:44.761901
2101,2273,9,F,2024-09-26 05:22:44.761905
2102,1833,44,A,2024-07-31 05:22:44.761910
2103,1103,28,B,2024-08-06 05:22:44.761915
2104,3219,23,A,2024-09-07 05:22:44.761919
2105,2789,12,D,2024-09-01 05:22:44.761923
2106,2177,10,B,2024-10-03 05:22:44.761928
2107,1735,24,B,2024-09-26 05:22:44.761933
2108,4575,44,F,2024-10-23 05:22:44.761938
2109,4143,22,B,2024-08-24 05:22:44.761943
2110,3075,43,A,2024-08-04 05:22:44.761947
2111,396,34,A,2024-10-21 05:22:44.761951
2112,1830,15,D,2024-08-12 05:22:44.761955
2113,1310,28,D,2024-09-10 05:22:44.761960
2114,4968,15,D,2024-08-01 05:22:44.761965
2115,2755,11,C,2024-08-21 05:22:44.761970
2116,507,13,D,2024-08-16 05:22:44.761975
2117,4048,19,C,2024-09-02 05:22:44.761979
2118,4190,35,C,2024-09-09 05:22:44.761983
2119,1829,21,A,2024-09-12 05:22:44.761989
2120,3297,27,D,2024-09-05 05:22:44.761993
2121,4347,8,B,2024-10-07 05:22:44.761998
2122,3367,34,F,2024-09-28 05:22:44.762003
2123,3614,33,B,2024-10-20 05:22:44.762007
2124,2026,43,D,2024-08-22 05:22:44.762012
2125,494,2,A,2024-10-16 05:22:44.762017
2126,3685,10,F,2024-07-29 05:22:44.762022
2127,1232,39,D,2024-10-06 05:22:44.762026
2128,2945,20,A,2024-10-08 05:22:44.762031
2129,4318,47,F,2024-09-08 05:22:44.762035
2130,3653,18,A,2024-09-23 05:22:44.762040
2131,3198,24,C,2024-09-08 05:22:44.762045
2132,1687,11,D,2024-08-26 05:22:44.762049
2133,400,28,D,2024-08-14 05:22:44.762054
2134,4979,2,B,2024-10-20 05:22:44.762059
2135,3795,16,C,2024-09-25 05:22:44.762064
2136,2553,35,B,2024-09-12 05:22:44.762068
2137,1258,6,A,2024-07-30 05:22:44.762073
2138,4025,27,C,2024-10-12 05:22:44.762077
2139,1593,6,D,2024-10-12 05:22:44.762082
2140,3023,41,A,2024-10-24 05:22:44.762087
2141,242,32,C,2024-08-26 05:22:44.762092
2142,26,9,F,2024-10-19 05:22:44.762096
2143,1827,9,F,2024-08-04 05:22:44.762101
2144,2524,36,D,2024-10-02 05:22:44.762106
2145,1105,46,D,2024-10-05 05:22:44.762110
2146,2968,12,D,2024-08-23 05:22:44.762115
2147,357,13,C,2024-08-09 05:22:44.762120
2148,4955,12,B,2024-09-20 05:22:44.762125
2149,4624,17,B,2024-09-14 05:22:44.762129
2150,775,30,F,2024-10-07 05:22:44.762134
2151,4350,5,F,2024-10-01 05:22:44.762138
2152,3813,29,F,2024-10-13 05:22:44.762143
2153,3794,20,B,2024-10-18 05:22:44.762148
2154,2916,50,F,2024-09-24 05:22:44.762153
2155,546,12,C,2024-09-09 05:22:44.762158
2156,1482,13,F,2024-07-27 05:22:44.762162
2157,1187,23,B,2024-09-15 05:22:44.762167
2158,405,49,A,2024-08-05 05:22:44.762172
2159,10,37,B,2024-08-14 05:22:44.762176
2160,312,45,F,2024-10-23 05:22:44.762181
2161,1883,35,F,2024-08-21 05:22:44.762186
2162,1613,30,D,2024-08-20 05:22:44.762190
2163,4934,14,D,2024-10-17 05:22:44.762195
2164,1191,44,C,2024-10-17 05:22:44.762199
2165,2186,7,B,2024-08-01 05:22:44.762204
2166,243,30,D,2024-10-02 05:22:44.762208
2167,964,12,D,2024-08-15 05:22:44.762213
2168,3775,28,A,2024-10-17 05:22:44.762218
2169,4299,1,D,2024-10-11 05:22:44.762222
2170,2308,4,B,2024-09-23 05:22:44.762226
2171,2946,41,F,2024-10-09 05:22:44.762232
2172,1886,32,A,2024-08-15 05:22:44.762236
2173,4399,26,B,2024-08-16 05:22:44.762240
2174,2864,28,C,2024-10-22 05:22:44.762244
2175,1793,7,B,2024-10-05 05:22:44.762249
2176,2719,30,C,2024-10-08 05:22:44.762254
2177,1885,10,A,2024-08-15 05:22:44.762259
2178,4726,17,F,2024-09-23 05:22:44.762263
2179,1298,8,A,2024-09-26 05:22:44.762267
2180,3270,22,D,2024-08-20 05:22:44.762272
2181,4785,11,B,2024-08-27 05:22:44.762276
2182,1238,11,C,2024-10-08 05:22:44.762281
2183,4363,46,F,2024-08-15 05:22:44.762285
2184,2711,47,C,2024-09-04 05:22:44.762290
2185,1315,3,F,2024-08-02 05:22:44.762295
2186,31,47,F,2024-09-21 05:22:44.762300
2187,3317,30,A,2024-10-04 05:22:44.762304
2188,2955,29,C,2024-09-24 05:22:44.762309
2189,827,41,D,2024-09-06 05:22:44.762314
2190,1230,35,B,2024-08-11 05:22:44.762318
2191,542,34,A,2024-10-12 05:22:44.762323
2192,2276,47,A,2024-09-27 05:22:44.762328
2193,288,31,A,2024-07-28 05:22:44.762333
2194,244,37,D,2024-10-20 05:22:44.762337
2195,418,27,B,2024-09-03 05:22:44.762341
2196,4743,8,A,2024-08-09 05:22:44.762346
2197,3878,7,F,2024-08-03 05:22:44.762351
2198,1632,36,F,2024-08-07 05:22:44.762355
2199,28,7,D,2024-08-11 05:22:44.762360
2200,3432,33,A,2024-09-24 05:22:44.762364
2201,2901,34,A,2024-07-31 05:22:44.762368
2202,612,7,D,2024-07-29 05:22:44.762373
2203,375,46,A,2024-08-14 05:22:44.762380
2204,1168,2,A,2024-10-09 05:22:44.762384
2205,1902,33,B,2024-10-20 05:22:44.762388
2206,4059,15,C,2024-10-19 05:22:44.762393
2207,3214,19,C,2024-10-14 05:22:44.762397
2208,689,2,D,2024-09-03 05:22:44.762402
2209,4834,7,A,2024-10-05 05:22:44.762406
2210,59,45,D,2024-10-08 05:22:44.762410
2211,4469,49,B,2024-10-12 05:22:44.762415
2212,4793,16,F,2024-09-24 05:22:44.762419
2213,666,43,F,2024-09-15 05:22:44.762424
2214,4048,34,C,2024-08-29 05:22:44.762428
2215,3691,13,D,2024-10-11 05:22:44.762433
2216,2901,43,D,2024-08-01 05:22:44.762437
2217,4215,20,D,2024-10-11 05:22:44.762441
2218,3518,27,C,2024-10-09 05:22:44.762446
2219,4570,6,C,2024-09-05 05:22:44.762450
2220,3532,1,B,2024-10-13 05:22:44.762455
2221,4776,23,C,2024-09-06 05:22:44.762459
2222,1611,1,D,2024-08-06 05:22:44.762464
2223,1484,3,B,2024-08-01 05:22:44.762468
2224,1715,8,C,2024-10-01 05:22:44.762473
2225,4521,16,B,2024-08-16 05:22:44.762477
2226,687,42,F,2024-09-17 05:22:44.762481
2227,1034,15,A,2024-08-19 05:22:44.762486
2228,1239,50,A,2024-08-23 05:22:44.762490
2229,974,19,A,2024-10-11 05:22:44.762495
2230,417,30,F,2024-07-28 05:22:44.762500
2231,910,23,C,2024-09-30 05:22:44.762504
2232,4495,24,C,2024-09-17 05:22:44.762509
2233,4150,36,F,2024-09-30 05:22:44.762514
2234,3035,37,F,2024-10-03 05:22:44.762519
2235,2444,22,F,2024-08-29 05:22:44.762523
2236,1166,35,F,2024-08-31 05:22:44.762528
2237,3904,4,A,2024-08-21 05:22:44.762533
2238,3818,39,A,2024-08-28 05:22:44.762537
2239,4951,23,A,2024-10-10 05:22:44.762542
2240,3524,26,C,2024-09-14 05:22:44.762547
2241,4064,35,F,2024-09-08 05:22:44.762552
2242,643,9,F,2024-08-23 05:22:44.762556
2243,3388,37,D,2024-08-15 05:22:44.762560
2244,2112,24,D,2024-08-05 05:22:44.762564
2245,1290,6,B,2024-10-07 05:22:44.762569
2246,881,32,B,2024-09-25 05:22:44.762573
2247,4697,7,C,2024-09-01 05:22:44.762578
2248,627,28,B,2024-08-03 05:22:44.762582
2249,3147,40,A,2024-09-11 05:22:44.762587
2250,4942,12,F,2024-08-17 05:22:44.762591
2251,4262,42,D,2024-10-22 05:22:44.762596
2252,1680,43,A,2024-09-20 05:22:44.762600
2253,1170,6,F,2024-09-20 05:22:44.762605
2254,2070,39,D,2024-08-06 05:22:44.762609
2255,135,9,A,2024-09-25 05:22:44.762614
2256,303,34,A,2024-10-21 05:22:44.762618
2257,1420,8,C,2024-10-11 05:22:44.762623
2258,3257,16,B,2024-08-26 05:22:44.762627
2259,4224,41,F,2024-09-02 05:22:44.762632
2260,993,18,A,2024-09-10 05:22:44.762637
2261,231,6,C,2024-09-21 05:22:44.762641
2262,3330,26,D,2024-09-08 05:22:44.762646
2263,1948,26,C,2024-08-03 05:22:44.762651
2264,2318,3,F,2024-09-16 05:22:44.762655
2265,2538,24,B,2024-08-04 05:22:44.762660
2266,713,50,C,2024-09-11 05:22:44.762665
2267,413,15,F,2024-10-08 05:22:44.762670
2268,626,19,B,2024-08-16 05:22:44.762674
2269,1112,7,B,2024-09-09 05:22:44.762678
2270,568,1,B,2024-10-17 05:22:44.762683
2271,1003,25,A,2024-09-28 05:22:44.762687
2272,1514,5,A,2024-09-11 05:22:44.762692
2273,2804,37,C,2024-07-28 05:22:44.762697
2274,3785,12,A,2024-10-23 05:22:44.762702
2275,4476,7,D,2024-09-30 05:22:44.762707
2276,3902,48,C,2024-10-03 05:22:44.762712
2277,4387,34,D,2024-08-14 05:22:44.762717
2278,4048,30,C,2024-08-06 05:22:44.762722
2279,1178,37,F,2024-10-06 05:22:44.762726
2280,2925,32,D,2024-08-30 05:22:44.762731
2281,84,46,A,2024-10-22 05:22:44.762736
2282,1520,21,C,2024-09-16 05:22:44.762740
2283,3551,16,B,2024-10-22 05:22:44.762745
2284,744,30,C,2024-10-02 05:22:44.762749
2285,1442,10,D,2024-08-27 05:22:44.762754
2286,4198,20,B,2024-08-22 05:22:44.762759
2287,4742,12,D,2024-10-01 05:22:44.762764
2288,1768,49,B,2024-07-27 05:22:44.762769
2289,2297,17,F,2024-07-31 05:22:44.762774
2290,4910,25,D,2024-09-03 05:22:44.762778
2291,1117,19,A,2024-10-02 05:22:44.762783
2292,3155,43,F,2024-08-27 05:22:44.762788
2293,667,37,D,2024-08-19 05:22:44.762792
2294,181,17,B,2024-10-05 05:22:44.762797
2295,831,44,B,2024-08-14 05:22:44.762813
2296,1768,26,B,2024-10-15 05:22:44.762818
2297,4321,50,F,2024-09-01 05:22:44.762823
2298,943,22,A,2024-08-07 05:22:44.762827
2299,2571,4,F,2024-10-09 05:22:44.762832
2300,2328,46,A,2024-08-21 05:22:44.762837
2301,4319,32,C,2024-09-23 05:22:44.762841
2302,639,3,B,2024-10-21 05:22:44.762846
2303,1995,12,B,2024-08-29 05:22:44.762851
2304,2993,1,B,2024-08-05 05:22:44.762855
2305,22,50,C,2024-08-07 05:22:44.762859
2306,3706,31,A,2024-10-23 05:22:44.762863
2307,3740,20,A,2024-07-27 05:22:44.762868
2308,1461,23,C,2024-09-22 05:22:44.762873
2309,2938,32,F,2024-08-06 05:22:44.762877
2310,974,49,A,2024-08-22 05:22:44.762882
2311,4273,14,D,2024-08-20 05:22:44.762886
2312,1293,34,D,2024-08-08 05:22:44.762891
2313,2199,10,C,2024-10-16 05:22:44.762895
2314,4973,39,A,2024-08-20 05:22:44.762900
2315,461,7,D,2024-09-26 05:22:44.762905
2316,113,36,C,2024-09-08 05:22:44.762909
2317,4406,14,C,2024-09-14 05:22:44.762914
2318,643,36,F,2024-08-29 05:22:44.762918
2319,3331,10,C,2024-08-13 05:22:44.762923
2320,4282,29,B,2024-10-08 05:22:44.762928
2321,4944,2,B,2024-10-21 05:22:44.762932
2322,136,33,C,2024-10-08 05:22:44.762937
2323,1491,13,A,2024-09-30 05:22:44.762942
2324,799,50,D,2024-09-30 05:22:44.762946
2325,3885,28,D,2024-10-19 05:22:44.762951
2326,1209,1,F,2024-08-23 05:22:44.762955
2327,328,26,A,2024-10-15 05:22:44.762959
2328,1442,16,C,2024-08-09 05:22:44.762964
2329,3967,7,C,2024-09-21 05:22:44.762968
2330,3688,11,A,2024-10-14 05:22:44.762973
2331,964,50,A,2024-08-06 05:22:44.762978
2332,3161,37,D,2024-09-24 05:22:44.762982
2333,444,39,F,2024-10-24 05:22:44.762987
2334,3991,8,F,2024-07-31 05:22:44.762991
2335,4349,29,C,2024-08-06 05:22:44.763000
2336,3661,27,F,2024-10-24 05:22:44.763005
2337,4961,38,F,2024-09-03 05:22:44.763010
2338,900,49,C,2024-08-06 05:22:44.763014
2339,3489,49,D,2024-10-15 05:22:44.763019
2340,4834,40,D,2024-08-22 05:22:44.763024
2341,3275,38,B,2024-08-31 05:22:44.763028
2342,2258,34,C,2024-09-26 05:22:44.763033
2343,3805,50,D,2024-08-08 05:22:44.763038
2344,2416,22,A,2024-10-19 05:22:44.763042
2345,1867,19,C,2024-08-17 05:22:44.763047
2346,2566,10,A,2024-08-12 05:22:44.763052
2347,4370,5,F,2024-08-18 05:22:44.763056
2348,1154,22,A,2024-08-02 05:22:44.763061
2349,4403,6,B,2024-09-10 05:22:44.763066
2350,3057,41,A,2024-09-13 05:22:44.763070
2351,2606,49,D,2024-09-25 05:22:44.763074
2352,834,8,C,2024-10-02 05:22:44.763078
2353,3991,41,D,2024-09-22 05:22:44.763083
2354,4708,43,C,2024-10-17 05:22:44.763088
2355,1517,14,B,2024-10-07 05:22:44.763092
2356,4588,39,C,2024-09-09 05:22:44.763097
2357,3586,5,F,2024-08-09 05:22:44.763102
2358,164,20,D,2024-08-30 05:22:44.763106
2359,120,40,A,2024-10-20 05:22:44.763111
2360,4195,49,C,2024-10-19 05:22:44.763116
2361,562,25,A,2024-09-24 05:22:44.763121
2362,3217,45,F,2024-10-01 05:22:44.763128
2363,1770,7,A,2024-10-25 05:22:44.763132
2364,2121,49,D,2024-10-13 05:22:44.763137
2365,3708,9,F,2024-09-29 05:22:44.763141
2366,4936,29,B,2024-10-06 05:22:44.763146
2367,3660,45,C,2024-09-19 05:22:44.763151
2368,1953,18,B,2024-08-07 05:22:44.763155
2369,269,17,A,2024-09-10 05:22:44.763160
2370,2643,23,D,2024-08-29 05:22:44.763165
2371,3919,1,A,2024-10-25 05:22:44.763170
2372,4360,18,B,2024-09-29 05:22:44.763175
2373,2903,45,B,2024-09-05 05:22:44.763180
2374,3532,8,D,2024-09-05 05:22:44.763184
2375,217,48,D,2024-10-06 05:22:44.763189
2376,3869,14,B,2024-08-24 05:22:44.763194
2377,4473,39,B,2024-10-06 05:22:44.763199
2378,2874,41,F,2024-08-06 05:22:44.763203
2379,950,35,D,2024-08-10 05:22:44.763209
2380,2754,14,A,2024-08-03 05:22:44.763221
2381,3867,42,D,2024-08-09 05:22:44.763226
2382,1690,41,C,2024-10-06 05:22:44.763231
2383,3153,42,F,2024-08-30 05:22:44.763237
2384,1367,49,A,2024-09-27 05:22:44.763242
2385,1521,8,C,2024-08-22 05:22:44.763246
2386,4312,21,A,2024-08-24 05:22:44.763251
2387,1977,39,B,2024-09-18 05:22:44.763256
2388,2257,48,F,2024-10-10 05:22:44.763260
2389,2195,3,D,2024-08-11 05:22:44.763264
2390,1935,23,B,2024-10-07 05:22:44.763269
2391,2423,29,C,2024-09-29 05:22:44.763274
2392,4501,19,B,2024-10-19 05:22:44.763278
2393,2188,42,F,2024-10-01 05:22:44.763282
2394,3049,30,B,2024-09-16 05:22:44.763287
2395,562,1,C,2024-08-16 05:22:44.763292
2396,1430,10,B,2024-10-16 05:22:44.763296
2397,4646,22,C,2024-08-10 05:22:44.763301
2398,2270,13,B,2024-10-14 05:22:44.763305
2399,3772,5,C,2024-08-22 05:22:44.763309
2400,3446,20,F,2024-10-01 05:22:44.763315
2401,4965,14,B,2024-09-26 05:22:44.763319
2402,4231,47,F,2024-07-27 05:22:44.763323
2403,3991,28,D,2024-10-06 05:22:44.763328
2404,730,45,D,2024-08-23 05:22:44.763332
2405,1118,38,C,2024-09-04 05:22:44.763337
2406,2599,38,F,2024-10-05 05:22:44.763341
2407,2085,10,F,2024-10-12 05:22:44.763346
2408,1651,30,F,2024-10-15 05:22:44.763350
2409,4028,15,A,2024-08-24 05:22:44.763355
2410,218,27,F,2024-10-15 05:22:44.763359
2411,2005,43,B,2024-10-17 05:22:44.763364
2412,3555,31,F,2024-09-19 05:22:44.763368
2413,798,35,B,2024-09-16 05:22:44.763372
2414,2840,27,C,2024-09-16 05:22:44.763377
2415,1366,16,A,2024-10-20 05:22:44.763382
2416,2544,3,D,2024-10-05 05:22:44.763387
2417,3849,21,A,2024-09-27 05:22:44.763391
2418,4603,33,F,2024-10-17 05:22:44.763396
2419,1073,31,F,2024-09-16 05:22:44.763401
2420,3369,5,F,2024-07-29 05:22:44.763406
2421,4260,1,D,2024-08-31 05:22:44.763410
2422,81,22,A,2024-09-08 05:22:44.763415
2423,299,5,B,2024-08-06 05:22:44.763419
2424,447,8,A,2024-09-18 05:22:44.763423
2425,4606,40,C,2024-09-16 05:22:44.763428
2426,4563,14,F,2024-09-07 05:22:44.763433
2427,50,13,A,2024-08-06 05:22:44.763438
2428,102,15,A,2024-10-17 05:22:44.763443
2429,3267,10,B,2024-08-05 05:22:44.763447
2430,3391,16,B,2024-08-26 05:22:44.763451
2431,2807,7,D,2024-08-24 05:22:44.763457
2432,990,33,B,2024-08-30 05:22:44.763461
2433,4689,29,D,2024-08-25 05:22:44.763466
2434,3886,5,A,2024-09-28 05:22:44.763471
2435,3953,47,D,2024-09-25 05:22:44.763475
2436,2886,44,B,2024-10-10 05:22:44.763479
2437,2983,38,B,2024-09-10 05:22:44.763484
2438,3340,30,C,2024-10-06 05:22:44.763489
2439,2846,17,A,2024-09-05 05:22:44.763494
2440,4839,2,D,2024-09-27 05:22:44.763498
2441,1818,32,B,2024-08-03 05:22:44.763503
2442,561,30,F,2024-10-19 05:22:44.763508
2443,4059,42,F,2024-10-15 05:22:44.763513
2444,78,42,C,2024-09-10 05:22:44.763517
2445,375,36,D,2024-10-14 05:22:44.763522
2446,1683,32,C,2024-09-01 05:22:44.763526
2447,1315,14,A,2024-10-10 05:22:44.763531
2448,2606,16,B,2024-09-08 05:22:44.763536
2449,1924,24,D,2024-10-09 05:22:44.763541
2450,1018,29,D,2024-09-20 05:22:44.763545
2451,1936,17,B,2024-08-07 05:22:44.763550
2452,4596,1,C,2024-09-03 05:22:44.763554
2453,118,3,F,2024-07-28 05:22:44.763559
2454,290,12,A,2024-08-01 05:22:44.763564
2455,1144,20,C,2024-08-01 05:22:44.763572
2456,1063,32,F,2024-10-21 05:22:44.763577
2457,4959,47,C,2024-09-01 05:22:44.763582
2458,420,48,C,2024-08-07 05:22:44.763586
2459,1970,49,B,2024-08-27 05:22:44.763591
2460,4952,6,F,2024-10-05 05:22:44.763596
2461,2918,10,B,2024-10-08 05:22:44.763600
2462,1719,39,A,2024-10-11 05:22:44.763604
2463,1649,42,C,2024-08-27 05:22:44.763609
2464,2509,30,A,2024-09-08 05:22:44.763613
2465,4452,36,C,2024-10-13 05:22:44.763618
2466,86,31,D,2024-08-25 05:22:44.763633
2467,3841,1,B,2024-09-24 05:22:44.763638
2468,4498,17,F,2024-09-01 05:22:44.763643
2469,2750,22,C,2024-08-04 05:22:44.763648
2470,718,32,A,2024-08-19 05:22:44.763652
2471,918,23,A,2024-10-09 05:22:44.763657
2472,4950,5,B,2024-08-26 05:22:44.763662
2473,3007,41,C,2024-10-16 05:22:44.763666
2474,2331,31,A,2024-08-09 05:22:44.763671
2475,2639,19,F,2024-09-10 05:22:44.763676
2476,991,26,C,2024-08-09 05:22:44.763681
2477,1281,29,C,2024-10-21 05:22:44.763686
2478,2185,6,C,2024-08-03 05:22:44.763690
2479,2439,12,C,2024-10-16 05:22:44.763695
2480,3690,24,F,2024-08-20 05:22:44.763700
2481,4287,33,A,2024-09-26 05:22:44.763705
2482,3879,15,C,2024-08-29 05:22:44.763709
2483,1037,22,B,2024-09-01 05:22:44.763714
2484,3689,48,F,2024-10-12 05:22:44.763719
2485,4854,8,A,2024-10-03 05:22:44.763723
2486,4977,36,B,2024-08-24 05:22:44.763728
2487,2070,2,D,2024-08-19 05:22:44.763732
2488,1844,4,B,2024-09-22 05:22:44.763736
2489,2887,6,F,2024-10-02 05:22:44.763741
2490,3173,10,C,2024-10-15 05:22:44.763745
2491,3208,45,D,2024-10-22 05:22:44.763750
2492,1150,45,F,2024-10-04 05:22:44.763754
2493,1460,41,A,2024-10-17 05:22:44.763759
2494,4053,25,A,2024-09-13 05:22:44.763763
2495,407,10,D,2024-09-18 05:22:44.763767
2496,173,16,C,2024-08-26 05:22:44.763772
2497,4283,26,B,2024-08-07 05:22:44.763776
2498,1368,11,C,2024-09-10 05:22:44.763781
2499,4442,16,C,2024-10-12 05:22:44.763785
2500,4606,15,F,2024-07-31 05:22:44.763789
2501,3653,11,A,2024-10-11 05:22:44.763794
2502,1560,4,A,2024-09-03 05:22:44.763798
2503,4298,23,F,2024-10-08 05:22:44.763803
2504,3941,45,F,2024-09-17 05:22:44.763807
2505,3967,7,B,2024-10-10 05:22:44.763812
2506,1320,10,F,2024-08-06 05:22:44.763816
2507,2221,43,F,2024-10-15 05:22:44.763820
2508,3024,21,B,2024-08-16 05:22:44.763825
2509,4990,16,F,2024-09-25 05:22:44.763830
2510,2892,18,B,2024-09-13 05:22:44.763834
2511,1699,43,B,2024-09-09 05:22:44.763839
2512,3671,18,A,2024-10-13 05:22:44.763844
2513,4983,46,B,2024-10-07 05:22:44.763849
2514,96,23,F,2024-08-12 05:22:44.763858
2515,4321,11,B,2024-09-21 05:22:44.763863
2516,3461,36,D,2024-10-05 05:22:44.763868
2517,799,35,B,2024-10-10 05:22:44.763872
2518,378,38,B,2024-08-17 05:22:44.763877
2519,2878,11,B,2024-10-12 05:22:44.763881
2520,407,15,D,2024-10-09 05:22:44.763886
2521,1990,2,C,2024-08-14 05:22:44.763890
2522,1986,22,C,2024-09-14 05:22:44.763895
2523,1090,2,C,2024-09-27 05:22:44.763899
2524,2907,36,C,2024-07-30 05:22:44.763903
2525,1815,4,A,2024-09-24 05:22:44.763908
2526,945,43,C,2024-10-10 05:22:44.763913
2527,4600,30,A,2024-08-12 05:22:44.763918
2528,3370,16,F,2024-08-24 05:22:44.763922
2529,347,41,B,2024-10-22 05:22:44.763926
2530,764,24,D,2024-08-11 05:22:44.763931
2531,1415,15,A,2024-09-20 05:22:44.763935
2532,961,28,F,2024-08-13 05:22:44.763940
2533,444,35,C,2024-10-12 05:22:44.763945
2534,2360,20,D,2024-10-22 05:22:44.763950
2535,4540,40,C,2024-09-02 05:22:44.763954
2536,3423,16,C,2024-07-29 05:22:44.763959
2537,113,22,A,2024-09-06 05:22:44.763963
2538,4478,29,F,2024-08-21 05:22:44.763968
2539,692,34,B,2024-08-30 05:22:44.763973
2540,1491,21,A,2024-10-14 05:22:44.763978
2541,1052,15,B,2024-08-22 05:22:44.763983
2542,2415,26,C,2024-10-12 05:22:44.763987
2543,3998,50,A,2024-09-10 05:22:44.763992
2544,4472,33,B,2024-08-19 05:22:44.763996
2545,3597,12,C,2024-10-03 05:22:44.764000
2546,4490,10,A,2024-09-12 05:22:44.764005
2547,294,13,B,2024-10-21 05:22:44.764010
2548,4998,5,A,2024-10-02 05:22:44.764014
2549,89,12,D,2024-09-04 05:22:44.764019
2550,1199,38,D,2024-09-23 05:22:44.764024
2551,4084,24,D,2024-08-17 05:22:44.764034
2552,2554,3,D,2024-08-12 05:22:44.764039
2553,663,8,B,2024-10-23 05:22:44.764044
2554,1747,38,A,2024-09-27 05:22:44.764048
2555,2971,19,A,2024-09-13 05:22:44.764053
2556,3506,47,F,2024-08-31 05:22:44.764058
2557,4087,17,B,2024-09-17 05:22:44.764062
2558,3549,46,D,2024-08-08 05:22:44.764067
2559,1864,7,F,2024-07-31 05:22:44.764072
2560,4748,36,D,2024-10-25 05:22:44.764076
2561,4858,11,F,2024-10-13 05:22:44.764081
2562,481,18,C,2024-10-17 05:22:44.764117
2563,4063,32,A,2024-08-21 05:22:44.764122
2564,1993,22,F,2024-09-06 05:22:44.764127
2565,2858,8,F,2024-08-04 05:22:44.764131
2566,3169,49,B,2024-09-09 05:22:44.764136
2567,4333,44,D,2024-10-11 05:22:44.764141
2568,2650,38,A,2024-09-17 05:22:44.764145
2569,165,35,C,2024-09-30 05:22:44.764149
2570,2927,13,B,2024-10-19 05:22:44.764154
2571,3841,32,F,2024-07-30 05:22:44.764159
2572,3466,23,B,2024-08-01 05:22:44.764163
2573,2003,41,A,2024-08-22 05:22:44.764168
2574,401,38,C,2024-08-30 05:22:44.764173
2575,1411,38,B,2024-10-15 05:22:44.764177
2576,1860,26,C,2024-10-11 05:22:44.764182
2577,2900,6,A,2024-09-24 05:22:44.764187
2578,1995,15,C,2024-09-12 05:22:44.764191
2579,2507,2,D,2024-09-11 05:22:44.764196
2580,4812,46,B,2024-08-04 05:22:44.764200
2581,1131,16,C,2024-08-03 05:22:44.764205
2582,1927,9,C,2024-09-06 05:22:44.764210
2583,1026,12,A,2024-08-25 05:22:44.764215
